fp,county,state,never,rarely,sometimes,frequently,always
28083,Marion,MS,0.122,0.093,0.119,0.129,0.537
39095,Marion,OH,0.078,0.056,0.111,0.189,0.566
41041,Marion,OR,0.001,0.012,0.047,0.131,0.81
45061,Marion,SC,0.123,0.06,0.154,0.157,0.506
47109,Marion,TN,0.107,0.105,0.115,0.274,0.4
48309,Marion,TX,0.022,0.049,0.046,0.161,0.721
54049,Marion,WV,0.069,0.06,0.111,0.281,0.479
6039,Mariposa,CA,0.019,0.059,0.048,0.124,0.751
45063,Marlboro,SC,0.044,0.038,0.129,0.214,0.576
26095,Marquette,MI,0.028,0.03,0.088,0.237,0.617
55077,Marquette,WI,0.174,0.191,0.2,0.163,0.271
1095,Marshall,AL,0.075,0.064,0.129,0.253,0.479
19119,Marshall,IA,0.078,0.173,0.157,0.247,0.344
17115,Marshall,IL,0.016,0.062,0.088,0.286,0.549
18091,Marshall,IN,0.084,0.075,0.168,0.206,0.466
20109,Marshall,KS,0.206,0.131,0.194,0.189,0.28
21149,Marshall,KY,0.081,0.105,0.107,0.249,0.459
27081,Marshall,MN,0.11,0.078,0.203,0.292,0.317
28085,Marshall,MS,0.077,0.129,0.136,0.142,0.516
40089,Marshall,OK,0.131,0.141,0.117,0.187,0.423
46085,Marshall,SD,0.13,0.046,0.119,0.287,0.419
47111,Marshall,TN,0.146,0.085,0.215,0.083,0.47
54051,Marshall,WV,0.075,0.095,0.077,0.256,0.497
12079,Martin,FL,0.164,0.085,0.148,0.264,0.34
18093,Martin,IN,0.092,0.117,0.109,0.191,0.491
21151,Martin,KY,0.088,0.094,0.114,0.233,0.471
27083,Martin,MN,0.134,0.075,0.242,0.21,0.339
37111,Martin,NC,0.075,0.114,0.105,0.143,0.563
48311,Martin,TX,0.043,0.002,0.21,0.203,0.542
51685,Martinsville City,VA,0.071,0.025,0.017,0.167,0.72
17117,Mason,IL,0.015,0.05,0.147,0.227,0.561
21153,Mason,KY,0.107,0.078,0.111,0.164,0.54
26097,Mason,MI,0.032,0.04,0.073,0.256,0.599
48313,Mason,TX,0.065,0.032,0.097,0.337,0.469
53045,Mason,WA,0.011,0.024,0.091,0.152,0.721
54053,Mason,WV,0.081,0.095,0.195,0.149,0.481
17119,Massac,IL,0.035,0.045,0.083,0.189,0.648
48315,Matagorda,TX,0.076,0.067,0.118,0.211,0.528
2158,Matanuska-Susitna,AK,0.103,0.022,0.007,0.521,0.347
51109,Mathews,VA,0.025,0.045,0.036,0.146,0.748
15001,Maui,HI,0.01,0.032,0.037,0.122,0.799
47113,Maury,TN,0.1,0.056,0.129,0.334,0.381
48317,Maverick,TX,0.075,0.043,0.056,0.235,0.591
40091,Mayes,OK,0.085,0.057,0.265,0.221,0.373
40081,McClain,OK,0.135,0.103,0.204,0.222,0.337
30047,McCone,MT,0.087,0.23,0.128,0.206,0.349
46081,McCook,SD,0.124,0.089,0.154,0.205,0.428
45059,McCormick,SC,0.09,0.102,0.164,0.214,0.43
21137,McCracken,KY,0.172,0.054,0.093,0.172,0.509
21139,McCreary,KY,0.08,0.1,0.29,0.191,0.339
48301,McCulloch,TX,0.109,0.047,0.081,0.221,0.543
40083,McCurtain,OK,0.03,0.027,0.114,0.31,0.519
29111,McDonald,MO,0.164,0.109,0.177,0.23,0.32
17101,McDonough,IL,0.197,0.157,0.105,0.281,0.26
37105,McDowell,NC,0.066,0.102,0.081,0.115,0.636
54047,McDowell,WV,0.07,0.095,0.189,0.226,0.42
13183,McDuffie,GA,0.014,0.119,0.086,0.159,0.621
17103,McHenry,IL,0.013,0.054,0.058,0.224,0.65
38043,McHenry,ND,0.193,0.206,0.074,0.301,0.226
13185,McIntosh,GA,0.108,0.101,0.149,0.208,0.435
38045,McIntosh,ND,0.115,0.07,0.193,0.307,0.315
40085,McIntosh,OK,0.188,0.08,0.103,0.195,0.435
42077,McKean,PA,0.014,0.004,0.053,0.103,0.826
38047,McKenzie,ND,0.172,0.156,0.104,0.295,0.272
35027,McKinley,NM,0.04,0.012,0.055,0.162,0.731
17105,McLean,IL,0.03,0.147,0.08,0.234,0.51
21141,McLean,KY,0.099,0.1,0.08,0.198,0.523
38049,McLean,ND,0.206,0.132,0.124,0.263,0.275
48303,McLennan,TX,0.031,0.072,0.056,0.232,0.61
27077,McLeod,MN,0.091,0.171,0.176,0.249,0.313
47101,McMinn,TN,0.098,0.084,0.198,0.236,0.385
48305,McMullen,TX,0.032,0.068,0.054,0.222,0.624
47103,McNairy,TN,0.126,0.187,0.106,0.214,0.367
20105,McPherson,KS,0.171,0.132,0.16,0.163,0.375
31111,McPherson,NE,0.103,0.145,0.123,0.287,0.341
46083,McPherson,SD,0.078,0.181,0.106,0.25,0.385
20111,Meade,KS,0.113,0.111,0.133,0.3,0.344
21155,Meade,KY,0.046,0.082,0.074,0.144,0.654
46087,Meade,SD,0.113,0.154,0.144,0.238,0.35
30051,Meagher,MT,0.188,0.146,0.167,0.147,0.352
37113,Mecklenburg,NC,0.153,0.039,0.085,0.182,0.541
51111,Mecklenburg,VA,0.068,0.006,0.134,0.143,0.649
26099,Mecosta,MI,0.034,0.043,0.09,0.145,0.688
39097,Medina,OH,0.037,0.087,0.167,0.262,0.447
48319,Medina,TX,0.043,0.091,0.163,0.247,0.456
27085,Meeker,MN,0.061,0.176,0.193,0.383,0.186
39099,Meigs,OH,0.046,0.099,0.099,0.231,0.525
47115,Meigs,TN,0.115,0.122,0.135,0.247,0.381
46089,Mellette,SD,0.204,0.091,0.161,0.22,0.323
17121,Menard,IL,0.1,0.093,0.101,0.302,0.404
48321,Menard,TX,0.004,0.051,0.113,0.161,0.67
6041,Mendocino,CA,0.011,0,0.046,0.141,0.802
21157,Menifee,KY,0.061,0.083,0.28,0.18,0.395
26101,Menominee,MI,0.035,0.05,0.087,0.121,0.707
55078,Menominee,WI,0.042,0.103,0.31,0.246,0.3
6043,Merced,CA,0.01,0.094,0.049,0.186,0.661
17123,Mercer,IL,0.048,0.083,0.133,0.198,0.538
21159,Mercer,KY,0.108,0.055,0.096,0.104,0.637
29121,Mercer,MO,0.118,0.127,0.158,0.258,0.338
38051,Mercer,ND,0.169,0.128,0.136,0.275,0.291
34015,Mercer,NJ,0.047,0.01,0.052,0.145,0.746
39101,Mercer,OH,0.084,0.18,0.115,0.159,0.462
42079,Mercer,PA,0.016,0.024,0.045,0.136,0.779
54055,Mercer,WV,0.076,0.152,0.174,0.103,0.495
13193,Meriwether,GA,0.078,0.049,0.113,0.21,0.55
31115,Merrick,NE,0.193,0.084,0.129,0.276,0.318
33007,Merrimack,NH,0.017,0.05,0.068,0.169,0.697
8071,Mesa,CO,0.052,0.03,0.101,0.17,0.648
21161,Metcalfe,KY,0.056,0.119,0.061,0.284,0.479
18095,Miami,IN,0.062,0.084,0.15,0.145,0.559
20113,Miami,KS,0.12,0.065,0.106,0.313,0.396
39103,Miami,OH,0.068,0.077,0.125,0.227,0.503
12081,Miami-Dade,FL,0.074,0.037,0.062,0.201,0.626
9001,Middlesex,CT,0.027,0.019,0.06,0.114,0.78
25009,Middlesex,MA,0.023,0.01,0.047,0.131,0.788
34017,Middlesex,NJ,0.022,0.019,0.077,0.211,0.67
51113,Middlesex,VA,0.017,0.097,0.064,0.154,0.668
26103,Midland,MI,0.016,0.045,0.11,0.251,0.578
48323,Midland,TX,0.005,0.091,0.129,0.13,0.645
42081,Mifflin,PA,0.062,0.057,0.06,0.207,0.614
48325,Milam,TX,0.006,0.017,0.07,0.155,0.753
49021,Millard,UT,0.065,0.036,0.22,0.262,0.417
27087,Mille Lacs,MN,0.07,0.279,0.083,0.185,0.382
5087,Miller,AR,0.075,0.088,0.159,0.114,0.564
13195,Miller,GA,0.165,0.084,0.055,0.186,0.511
29123,Miller,MO,0.082,0.124,0.092,0.296,0.406
19121,Mills,IA,0.01,0.102,0.136,0.268,0.484
48327,Mills,TX,0.013,0.048,0.088,0.289,0.562
55079,Milwaukee,WI,0.053,0.067,0.119,0.264,0.497
46091,Miner,SD,0.196,0.146,0.183,0.161,0.313
8073,Mineral,CO,0.013,0.068,0.196,0.403,0.321
30053,Mineral,MT,0.118,0.174,0.118,0.188,0.402
32015,Mineral,NV,0.004,0.085,0.142,0.182,0.588
54057,Mineral,WV,0.033,0.016,0.042,0.234,0.674
54059,Mingo,WV,0.084,0.093,0.093,0.172,0.558
16059,Minidoka,ID,0.109,0.173,0.231,0.125,0.362
46093,Minnehaha,SD,0.123,0.078,0.161,0.214,0.425
26105,Missaukee,MI,0.046,0.054,0.199,0.14,0.561
5089,Mississippi,AR,0.171,0.112,0.119,0.108,0.49
29125,Mississippi,MO,0.098,0.158,0.121,0.198,0.424
30055,Missoula,MT,0.142,0.274,0.179,0.267,0.139
13197,Mitchell,GA,0.084,0.12,0.167,0.196,0.433
19123,Mitchell,IA,0.069,0.067,0.294,0.283,0.287
20115,Mitchell,KS,0.101,0.068,0.209,0.279,0.343
37115,Mitchell,NC,0.016,0.034,0.08,0.178,0.692
48329,Mitchell,TX,0.083,0.044,0.066,0.219,0.588
1097,Mobile,AL,0.077,0.07,0.102,0.244,0.506
6045,Modoc,CA,0.002,0.003,0.004,0.222,0.77
8075,Moffat,CO,0.078,0.202,0.101,0.368,0.251
4012,Mohave,AZ,0.031,0.064,0.162,0.173,0.57
29127,Moniteau,MO,0.178,0.093,0.212,0.185,0.332
34019,Monmouth,NJ,0.007,0.038,0.065,0.085,0.804
6047,Mono,CA,0.026,0.036,0.089,0.146,0.703
19125,Monona,IA,0.053,0.049,0.209,0.26,0.429
54061,Monongalia,WV,0.046,0.077,0.139,0.221,0.517
1099,Monroe,AL,0.112,0.041,0.182,0.288,0.378
5091,Monroe,AR,0.064,0.124,0.106,0.219,0.487
12083,Monroe,FL,0.046,0.087,0.121,0.203,0.543
13199,Monroe,GA,0.109,0.086,0.138,0.15,0.517
19127,Monroe,IA,0.077,0.064,0.153,0.226,0.48
17125,Monroe,IL,0.238,0.031,0.292,0.126,0.313
18097,Monroe,IN,0.051,0.053,0.116,0.232,0.548
21163,Monroe,KY,0.018,0.154,0.115,0.154,0.559
26107,Monroe,MI,0.091,0.104,0.087,0.243,0.475
29129,Monroe,MO,0.23,0.13,0.216,0.162,0.261
28087,Monroe,MS,0.018,0.052,0.148,0.193,0.59
36049,Monroe,NY,0.069,0.036,0.02,0.11,0.765
39105,Monroe,OH,0.072,0.137,0.182,0.177,0.432
42083,Monroe,PA,0.012,0.004,0.03,0.134,0.82
47117,Monroe,TN,0.219,0.129,0.139,0.164,0.349
55081,Monroe,WI,0.073,0.03,0.154,0.284,0.46
54063,Monroe,WV,0.048,0.063,0.116,0.14,0.634
48331,Montague,TX,0.006,0.019,0.07,0.228,0.679
26109,Montcalm,MI,0.059,0.073,0.068,0.253,0.547
6049,Monterey,CA,0.068,0.019,0.095,0.204,0.615
8077,Montezuma,CO,0.075,0.105,0.098,0.222,0.499
1101,Montgomery,AL,0.056,0.095,0.123,0.212,0.513
5093,Montgomery,AR,0.033,0.109,0.134,0.284,0.44
13201,Montgomery,GA,0.064,0.056,0.182,0.159,0.539
19129,Montgomery,IA,0.064,0.084,0.091,0.281,0.481
17127,Montgomery,IL,0.097,0.043,0.232,0.256,0.373
18099,Montgomery,IN,0.12,0.103,0.159,0.229,0.389
20117,Montgomery,KS,0.048,0.049,0.233,0.263,0.407
21165,Montgomery,KY,0.161,0.088,0.067,0.215,0.468
24023,Montgomery,MD,0.077,0.008,0.04,0.305,0.571
29131,Montgomery,MO,0.2,0.126,0.137,0.147,0.39
28089,Montgomery,MS,0.029,0.043,0.184,0.242,0.502
37117,Montgomery,NC,0.084,0.089,0.071,0.15,0.605
36051,Montgomery,NY,0.011,0.034,0.009,0.111,0.835
39107,Montgomery,OH,0.102,0.105,0.245,0.314,0.233
42085,Montgomery,PA,0.028,0.044,0.094,0.215,0.62
47119,Montgomery,TN,0.119,0.07,0.19,0.156,0.466
48333,Montgomery,TX,0.041,0.117,0.062,0.261,0.518
51115,Montgomery,VA,0.001,0.001,0.049,0.19,0.76
26111,Montmorency,MI,0.031,0.03,0.098,0.214,0.626
42087,Montour,PA,0.084,0.049,0.129,0.171,0.567
8079,Montrose,CO,0.049,0.072,0.138,0.264,0.478
46095,Moody,SD,0.136,0.028,0.091,0.34,0.405
37119,Moore,NC,0.029,0.037,0.075,0.166,0.694
47121,Moore,TN,0.08,0.118,0.136,0.214,0.453
48335,Moore,TX,0.168,0.131,0.087,0.126,0.489
35028,Mora,NM,0.001,0.041,0.076,0.173,0.709
22059,Morehouse,LA,0.082,0.035,0.089,0.223,0.571
1103,Morgan,AL,0.078,0.077,0.082,0.304,0.459
8081,Morgan,CO,0.041,0.142,0.162,0.284,0.371
13205,Morgan,GA,0.044,0.112,0.055,0.159,0.63
17129,Morgan,IL,0.102,0.047,0.138,0.172,0.54
18101,Morgan,IN,0.041,0.064,0.123,0.223,0.55
21167,Morgan,KY,0.047,0.012,0.178,0.195,0.567
29133,Morgan,MO,0.129,0.097,0.141,0.221,0.413
39109,Morgan,OH,0.077,0.07,0.19,0.227,0.436
47123,Morgan,TN,0.07,0.138,0.165,0.229,0.397
49023,Morgan,UT,0.335,0.023,0.079,0.193,0.369
54065,Morgan,WV,0.025,0.085,0.169,0.258,0.463
31117,Morrill,NE,0.121,0.147,0.115,0.257,0.361
20119,Morris,KS,0.164,0.123,0.115,0.235,0.362
34021,Morris,NJ,0.017,0.014,0.05,0.162,0.757
48337,Morris,TX,0.041,0.08,0.129,0.22,0.529
27089,Morrison,MN,0.078,0.152,0.221,0.234,0.315
39111,Morrow,OH,0.04,0.144,0.139,0.291,0.386
41043,Morrow,OR,0.057,0.025,0.096,0.159,0.664
20121,Morton,KS,0.071,0.044,0.095,0.25,0.54
38053,Morton,ND,0.19,0.182,0.142,0.253,0.232
48339,Motley,TX,0.031,0.073,0.061,0.145,0.69
17131,Moultrie,IL,0.039,0.066,0.11,0.215,0.571
38055,Mountrail,ND,0.189,0.185,0.107,0.273,0.246
27091,Mower,MN,0.18,0.115,0.134,0.205,0.366
21169,Muhlenberg,KY,0.048,0.109,0.134,0.222,0.487
41045,Multnomah,OR,0.071,0.206,0.213,0.206,0.305
13207,Murray,GA,0.072,0.035,0.184,0.253,0.455
27093,Murray,MN,0.072,0.144,0.094,0.323,0.367
40093,Murray,OK,0.169,0.072,0.212,0.285,0.261
19131,Muscatine,IA,0.046,0.282,0.149,0.26,0.263
13209,Muscogee,GA,0.114,0.083,0.174,0.228,0.401
26113,Muskegon,MI,0.025,0.036,0.082,0.191,0.666
39113,Muskingum,OH,0.041,0.065,0.065,0.222,0.607
40095,Muskogee,OK,0.13,0.074,0.114,0.256,0.425
30057,Musselshell,MT,0.172,0.113,0.105,0.21,0.4
48341,Nacogdoches,TX,0.101,0.064,0.123,0.27,0.441
31119,Nance,NE,0.251,0.082,0.194,0.156,0.317
25011,Nantucket,MA,0.043,0.011,0.028,0.156,0.762
6051,Napa,CA,0.011,0.026,0.012,0.07,0.88
37121,Nash,NC,0.096,0.035,0.146,0.154,0.569
12085,Nassau,FL,0.027,0.018,0.066,0.169,0.719
36053,Nassau,NY,0.003,0.015,0.043,0.107,0.832
22061,Natchitoches,LA,0.102,0.08,0.111,0.29,0.417
56025,Natrona,WY,0.1,0.084,0.094,0.325,0.398
4013,Navajo,AZ,0.023,0.025,0.059,0.158,0.734
48343,Navarro,TX,0.038,0.116,0.21,0.176,0.46
21171,Nelson,KY,0.082,0.134,0.185,0.15,0.448
38057,Nelson,ND,0.189,0.197,0.111,0.266,0.237
51117,Nelson,VA,0.063,0.022,0.128,0.14,0.648
20123,Nemaha,KS,0.173,0.116,0.144,0.18,0.388
31121,Nemaha,NE,0.05,0.125,0.137,0.234,0.454
20125,Neosho,KS,0.164,0.132,0.102,0.195,0.407
28091,Neshoba,MS,0.137,0.096,0.103,0.255,0.408
20127,Ness,KS,0.11,0.094,0.148,0.244,0.404
5095,Nevada,AR,0.068,0.128,0.127,0.271,0.406
6053,Nevada,CA,0.023,0.006,0.066,0.141,0.763
9013,New Castle,DE,0.008,0.008,0.027,0.147,0.81
37123,New Hanover,NC,0.027,0.056,0.078,0.184,0.655
9003,New Haven,CT,0.015,0.023,0.065,0.13,0.767
51119,New Kent,VA,0.001,0.004,0.103,0.237,0.654
9005,New London,CT,0.017,0.051,0.021,0.098,0.812
29135,New Madrid,MO,0.102,0.268,0.11,0.202,0.318
36055,New York,NY,0.018,0.012,0.056,0.129,0.785
26115,Newaygo,MI,0.066,0.035,0.054,0.183,0.663
45065,Newberry,SC,0.072,0.115,0.106,0.202,0.505
42133,Newport,RI,0.018,0.024,0.091,0.174,0.693
51690,Newport News City,VA,0.063,0.076,0.134,0.163,0.564
5097,Newton,AR,0.081,0.095,0.136,0.166,0.521
13211,Newton,GA,0.061,0.064,0.093,0.168,0.614
18103,Newton,IN,0.054,0.125,0.253,0.226,0.343
29137,Newton,MO,0.164,0.105,0.182,0.203,0.346
28093,Newton,MS,0.013,0.006,0.13,0.301,0.55
48345,Newton,TX,0.067,0.053,0.084,0.206,0.591
16061,Nez Perce,ID,0.027,0.073,0.157,0.285,0.459
36057,Niagara,NY,0.102,0.005,0.054,0.09,0.749
21173,Nicholas,KY,0.03,0.041,0.085,0.392,0.452
54067,Nicholas,WV,0.06,0.088,0.166,0.143,0.542
27095,Nicollet,MN,0.224,0.122,0.159,0.146,0.349
56027,Niobrara,WY,0.169,0.191,0.177,0.222,0.241
18105,Noble,IN,0.037,0.037,0.094,0.242,0.591
39115,Noble,OH,0.142,0.114,0.153,0.259,0.332
40097,Noble,OK,0.173,0.175,0.213,0.135,0.303
27097,Nobles,MN,0.14,0.126,0.121,0.24,0.373
29139,Nodaway,MO,0.062,0.077,0.161,0.307,0.392
48347,Nolan,TX,0.094,0.06,0.097,0.221,0.528
2164,Nome,AK,0.055,0.036,0.04,0.299,0.571
25013,Norfolk,MA,0.013,0.017,0.055,0.13,0.786
51700,Norfolk City,VA,0.01,0.038,0.035,0.145,0.772
27099,Norman,MN,0.071,0.107,0.113,0.262,0.448
2170,North Slope,AK,0.042,0.051,0.048,0.198,0.66
37125,Northampton,NC,0.039,0.105,0.041,0.237,0.578
42089,Northampton,PA,0.019,0.047,0.052,0.061,0.822
51121,Northampton,VA,0.056,0.042,0.09,0.171,0.64
42091,Northumberland,PA,0.016,0.019,0.044,0.16,0.761
51125,Northumberland,VA,0.011,0.015,0.106,0.167,0.701
2180,Northwest Arctic,AK,0.086,0.061,0.009,0.544,0.3
20129,Norton,KS,0.12,0.113,0.144,0.218,0.405
51710,Norton City,VA,0.004,0.03,0.087,0.215,0.664
51127,Nottoway,VA,0.008,0.035,0.079,0.17,0.708
40099,Nowata,OK,0.042,0.154,0.247,0.218,0.34
28095,Noxubee,MS,0.087,0.064,0.139,0.171,0.539
31123,Nuckolls,NE,0.261,0.119,0.124,0.273,0.223
48349,Nueces,TX,0.006,0.024,0.114,0.217,0.639
32017,Nye,NV,0.048,0.019,0.147,0.177,0.61
19133,O Brien,IA,0.078,0.069,0.087,0.127,0.64
26117,Oakland,MI,0.028,0.137,0.167,0.21,0.458
47125,Obion,TN,0.083,0.063,0.203,0.228,0.423
34023,Ocean,NJ,0.02,0.016,0.054,0.146,0.765
26119,Oceana,MI,0.044,0.071,0.126,0.186,0.574
48351,Ochiltree,TX,0.057,0.049,0.11,0.152,0.631
13213,Oconee,GA,0.193,0.03,0.182,0.177,0.417
45067,Oconee,SC,0.28,0.036,0.182,0.127,0.376
55083,Oconto,WI,0.07,0.082,0.186,0.215,0.447
26121,Ogemaw,MI,0.084,0.045,0.1,0.16,0.611
17133,Ogle,IL,0.003,0.04,0.112,0.174,0.67
13215,Oglethorpe,GA,0.063,0.073,0.083,0.225,0.555
18107,Ohio,IN,0.07,0.116,0.168,0.156,0.49
21175,Ohio,KY,0.133,0.116,0.071,0.182,0.498
54069,Ohio,WV,0.108,0.068,0.092,0.243,0.49
12086,Okaloosa,FL,0.032,0.023,0.06,0.128,0.756
53047,Okanogan,WA,0.042,0.066,0.075,0.199,0.617
12087,Okeechobee,FL,0.007,0.001,0.014,0.159,0.819
40101,Okfuskee,OK,0.063,0.088,0.262,0.198,0.388
40103,Oklahoma,OK,0.069,0.085,0.1,0.253,0.493
40105,Okmulgee,OK,0.148,0.121,0.164,0.181,0.386
28097,Oktibbeha,MS,0.058,0.176,0.109,0.147,0.51
21177,Oldham,KY,0.035,0.154,0.123,0.2,0.488
48353,Oldham,TX,0.09,0.072,0.108,0.187,0.544
38059,Oliver,ND,0.172,0.235,0.096,0.293,0.205
27101,Olmsted,MN,0.131,0.071,0.224,0.27,0.303
16063,Oneida,ID,0.18,0.2,0.105,0.135,0.379
36059,Oneida,NY,0.017,0.018,0.043,0.142,0.779
55085,Oneida,WI,0.057,0.05,0.155,0.186,0.552
36061,Onondaga,NY,0.02,0.016,0.04,0.121,0.803
37127,Onslow,NC,0.044,0.032,0.038,0.212,0.673
36063,Ontario,NY,0.001,0.028,0.037,0.204,0.73
26123,Ontonagon,MI,0.099,0.121,0.027,0.3,0.454
6055,Orange,CA,0.017,0.026,0.033,0.149,0.773
12089,Orange,FL,0.09,0.07,0.147,0.223,0.47
18109,Orange,IN,0.06,0.131,0.136,0.188,0.485
37129,Orange,NC,0.019,0.032,0.032,0.25,0.667
36065,Orange,NY,0.016,0.025,0.033,0.153,0.774
48355,Orange,TX,0.024,0.034,0.028,0.079,0.835
51131,Orange,VA,0.001,0.037,0.089,0.112,0.761
50011,Orange,VT,0.042,0.058,0.056,0.134,0.71
45069,Orangeburg,SC,0.155,0.027,0.153,0.149,0.515
29141,Oregon,MO,0.211,0.118,0.175,0.193,0.304
22063,Orleans,LA,0.06,0.043,0.144,0.29,0.463
36067,Orleans,NY,0.019,0.008,0.054,0.163,0.756
50013,Orleans,VT,0.031,0.039,0.088,0.113,0.729
20131,Osage,KS,0.035,0.094,0.203,0.236,0.432
29143,Osage,MO,0.098,0.112,0.149,0.18,0.461
40107,Osage,OK,0.112,0.035,0.241,0.193,0.419
20133,Osborne,KS,0.133,0.204,0.12,0.127,0.416
12091,Osceola,FL,0.091,0.083,0.147,0.21,0.469
19135,Osceola,IA,0.034,0.078,0.256,0.247,0.385
26125,Osceola,MI,0.028,0.027,0.049,0.169,0.727
26127,Oscoda,MI,0.074,0.033,0.114,0.163,0.616
36069,Oswego,NY,0.001,0.012,0.031,0.107,0.849
8083,Otero,CO,0.057,0.019,0.081,0.257,0.586
35029,Otero,NM,0.105,0.046,0.024,0.11,0.715
31125,Otoe,NE,0.091,0.111,0.131,0.207,0.459
26129,Otsego,MI,0.061,0.117,0.106,0.259,0.458
36071,Otsego,NY,0.023,0.008,0.042,0.18,0.746
20135,Ottawa,KS,0.15,0.083,0.199,0.198,0.371
26131,Ottawa,MI,0.025,0.086,0.123,0.265,0.501
39117,Ottawa,OH,0.059,0.094,0.075,0.31,0.462
40109,Ottawa,OK,0.096,0.064,0.097,0.225,0.518
27103,Otter Tail,MN,0.063,0.085,0.164,0.296,0.392
5099,Ouachita,AR,0.143,0.048,0.084,0.224,0.501
22065,Ouachita,LA,0.034,0.068,0.109,0.172,0.617
8085,Ouray,CO,0.085,0.092,0.074,0.314,0.436
55087,Outagamie,WI,0.085,0.124,0.135,0.302,0.353
47127,Overton,TN,0.173,0.101,0.176,0.235,0.316
18111,Owen,IN,0.102,0.153,0.092,0.338,0.316
21179,Owen,KY,0.033,0.106,0.068,0.244,0.548
21181,Owsley,KY,0.023,0.025,0.09,0.271,0.591
16065,Owyhee,ID,0.101,0.207,0.196,0.25,0.245
23009,Oxford,ME,0.034,0.052,0.118,0.202,0.594
29145,Ozark,MO,0.156,0.121,0.14,0.211,0.373
55089,Ozaukee,WI,0.076,0.113,0.091,0.3,0.42
53049,Pacific,WA,0.082,0.016,0.128,0.063,0.712
19137,Page,IA,0.218,0.034,0.084,0.378,0.286
51133,Page,VA,0.017,0.038,0.095,0.141,0.71
12093,Palm Beach,FL,0.016,0.034,0.064,0.171,0.715
19139,Palo Alto,IA,0.12,0.022,0.221,0.273,0.364
48357,Palo Pinto,TX,0.15,0.104,0.105,0.201,0.439
37131,Pamlico,NC,0.017,0.003,0.067,0.201,0.712
28099,Panola,MS,0.017,0.018,0.066,0.171,0.729
48359,Panola,TX,0.084,0.065,0.109,0.278,0.464
8087,Park,CO,0.083,0.161,0.116,0.245,0.396
30059,Park,MT,0.188,0.093,0.12,0.203,0.396
56029,Park,WY,0.189,0.153,0.191,0.205,0.262
18113,Parke,IN,0.057,0.11,0.135,0.197,0.5
48361,Parker,TX,0.051,0.07,0.105,0.157,0.618
48363,Parmer,TX,0.027,0.023,0.029,0.181,0.74
12095,Pasco,FL,0.02,0.02,0.072,0.164,0.724
37133,Pasquotank,NC,0.039,0.039,0.159,0.254,0.509
34025,Passaic,NJ,0.01,0.022,0.041,0.164,0.764
51135,Patrick,VA,0.044,0.014,0.099,0.182,0.661
13217,Paulding,GA,0.094,0.076,0.123,0.207,0.5
39119,Paulding,OH,0.136,0.145,0.121,0.182,0.416
20137,Pawnee,KS,0.161,0.163,0.177,0.225,0.275
31127,Pawnee,NE,0.09,0.148,0.137,0.293,0.333
40111,Pawnee,OK,0.078,0.052,0.204,0.276,0.39
16067,Payette,ID,0.134,0.219,0.106,0.152,0.39
40113,Payne,OK,0.077,0.103,0.23,0.218,0.372
13219,Peach,GA,0.049,0.063,0.095,0.181,0.611
28101,Pearl River,MS,0.01,0.025,0.1,0.203,0.662
48365,Pecos,TX,0.027,0.033,0.211,0.281,0.448
38061,Pembina,ND,0.192,0.16,0.134,0.258,0.256
29147,Pemiscot,MO,0.093,0.193,0.16,0.283,0.272
53051,Pend Oreille,WA,0.027,0.122,0.052,0.212,0.587
37135,Pender,NC,0.01,0.02,0.028,0.142,0.801
21183,Pendleton,KY,0.064,0.145,0.109,0.19,0.492
54071,Pendleton,WV,0.06,0.142,0.128,0.214,0.456
27105,Pennington,MN,0.244,0.078,0.18,0.215,0.284
46097,Pennington,SD,0.16,0.123,0.216,0.218,0.284
23011,Penobscot,ME,0.016,0.074,0.125,0.245,0.54
17135,Peoria,IL,0.018,0.05,0.091,0.316,0.525
55091,Pepin,WI,0.071,0.056,0.198,0.233,0.443
31129,Perkins,NE,0.138,0.132,0.064,0.349,0.318
46099,Perkins,SD,0.087,0.187,0.106,0.251,0.369
37137,Perquimans,NC,0.036,0.057,0.181,0.243,0.482
1105,Perry,AL,0.025,0.084,0.087,0.187,0.618
5101,Perry,AR,0.107,0.14,0.084,0.261,0.408
17137,Perry,IL,0.05,0.062,0.177,0.178,0.533
18115,Perry,IN,0.06,0.078,0.18,0.223,0.459
21185,Perry,KY,0.025,0.039,0.098,0.278,0.56
29149,Perry,MO,0.142,0.196,0.293,0.129,0.241
28103,Perry,MS,0.009,0.034,0.112,0.203,0.642
39121,Perry,OH,0.109,0.176,0.139,0.219,0.357
42093,Perry,PA,0.042,0.022,0.079,0.143,0.714
47129,Perry,TN,0.08,0.113,0.077,0.318,0.413
32019,Pershing,NV,0.037,0.069,0.05,0.173,0.671
37139,Person,NC,0.067,0.021,0.11,0.238,0.563
51720,Petersburg City,VA,0.017,0.056,0.085,0.155,0.687
30061,Petroleum,MT,0.097,0.278,0.119,0.183,0.323
29151,Pettis,MO,0.067,0.133,0.171,0.16,0.469
29153,Phelps,MO,0.179,0.128,0.128,0.13,0.435
31131,Phelps,NE,0.11,0.097,0.09,0.275,0.428
42095,Philadelphia,PA,0.015,0.012,0.034,0.118,0.822
5103,Phillips,AR,0.151,0.097,0.06,0.242,0.449
8089,Phillips,CO,0.004,0.047,0.102,0.194,0.653
20139,Phillips,KS,0.018,0.09,0.088,0.24,0.564
